1.305000000000000000e+03,7.140000000000000000e+02
1.305099999999999909e+03,7.139500000000000455e+02
1.305199999999999818e+03,7.139000000000000909e+02
1.305299999999999727e+03,7.138500000000001364e+02
1.305399999999999636e+03,7.138000000000001819e+02
1.305499999999999545e+03,7.137500000000002274e+02
1.305599999999999454e+03,7.137000000000002728e+02
1.305699999999999363e+03,7.136500000000003183e+02
1.305799999999999272e+03,7.136000000000003638e+02
1.305899999999999181e+03,7.135500000000004093e+02
1.305999999999999091e+03,7.135000000000004547e+02
1.306099999999999000e+03,7.134500000000005002e+02
1.306199999999998909e+03,7.134000000000005457e+02
1.306299999999998818e+03,7.133500000000005912e+02
1.306399999999998727e+03,7.133000000000006366e+02
1.306499999999998636e+03,7.132500000000006821e+02
1.306599999999998545e+03,7.132000000000007276e+02
1.306699999999998454e+03,7.131500000000007731e+02
1.306799999999998363e+03,7.131000000000008185e+02
1.306899999999998272e+03,7.130500000000008640e+02
1.306999999999998181e+03,7.130000000000009095e+02
1.307099999999998090e+03,7.129500000000009550e+02
1.307199999999997999e+03,7.129000000000010004e+02
1.307299999999997908e+03,7.128500000000010459e+02
1.307399999999997817e+03,7.128000000000010914e+02
1.307499999999997726e+03,7.127500000000011369e+02
1.307599999999997635e+03,7.127000000000011823e+02
1.307699999999997544e+03,7.126500000000012278e+02
1.307799999999997453e+03,7.126000000000012733e+02
1.307899999999997362e+03,7.125500000000013188e+02
1.307999999999997272e+03,7.125000000000013642e+02
1.308099999999997181e+03,7.124500000000014097e+02
1.308199999999997090e+03,7.124000000000014552e+02
1.308299999999996999e+03,7.123500000000015007e+02
1.308399999999996908e+03,7.123000000000015461e+02
1.308499999999996817e+03,7.122500000000015916e+02
1.308599999999996726e+03,7.122000000000016371e+02
1.308699999999996635e+03,7.121500000000016826e+02
1.308799999999996544e+03,7.121000000000017280e+02
1.308899999999996453e+03,7.120500000000017735e+02
1.308999999999996362e+03,7.120000000000018190e+02
1.309099999999996271e+03,7.119500000000018645e+02
1.309199999999996180e+03,7.119000000000019099e+02
1.309299999999996089e+03,7.118500000000019554e+02
1.309399999999995998e+03,7.118000000000020009e+02
1.309499999999995907e+03,7.117500000000020464e+02
