1.264000000000000000e+03,6.659999999999995453e+02
1.264099999999999909e+03,6.659729999999996153e+02
1.264199999999999818e+03,6.659459999999996853e+02
1.264299999999999727e+03,6.659189999999996417e+02
1.264399999999999636e+03,6.658919999999997117e+02
1.264499999999999545e+03,6.658649999999997817e+02
1.264599999999999454e+03,6.658379999999997381e+02
1.264699999999999363e+03,6.658109999999996944e+02
1.264799999999999272e+03,6.657839999999997644e+02
1.264899999999999181e+03,6.657569999999998345e+02
1.264999999999999091e+03,6.657299999999997908e+02
1.265099999999999000e+03,6.657029999999998608e+02
1.265199999999998909e+03,6.656759999999999309e+02
1.265299999999998818e+03,6.656489999999998872e+02
1.265399999999998727e+03,6.656219999999999573e+02
1.265499999999998636e+03,6.655950000000000273e+02
1.265599999999998545e+03,6.655679999999999836e+02
1.265699999999998454e+03,6.655409999999999400e+02
1.265799999999998363e+03,6.655140000000001237e+02
1.265899999999998272e+03,6.654870000000000800e+02
1.265999999999998181e+03,6.654600000000000364e+02
1.266099999999998090e+03,6.654330000000001064e+02
1.266199999999997999e+03,6.654060000000001764e+02
1.266299999999997908e+03,6.653790000000001328e+02
1.266399999999997817e+03,6.653520000000002028e+02
1.266499999999997726e+03,6.653250000000002728e+02
1.266599999999997635e+03,6.652980000000002292e+02
1.266699999999997544e+03,6.652710000000001855e+02
1.266799999999997453e+03,6.652440000000003693e+02
1.266899999999997362e+03,6.652170000000003256e+02
1.266999999999997272e+03,6.651900000000002819e+02
1.267099999999997181e+03,6.651630000000003520e+02
1.267199999999997090e+03,6.651360000000004220e+02
1.267299999999996999e+03,6.651090000000003783e+02
1.267399999999996908e+03,6.650820000000004484e+02
1.267499999999996817e+03,6.650550000000005184e+02
1.267599999999996726e+03,6.650280000000004748e+02
1.267699999999996635e+03,6.650010000000004311e+02
1.267799999999996544e+03,6.649740000000006148e+02
1.267899999999996453e+03,6.649470000000005712e+02
1.267999999999996362e+03,6.649200000000005275e+02
1.268099999999996271e+03,6.648930000000005975e+02
1.268199999999996180e+03,6.648660000000006676e+02
1.268299999999996089e+03,6.648390000000006239e+02
1.268399999999995998e+03,6.648120000000006939e+02
1.268499999999995907e+03,6.647850000000007640e+02
1.268599999999995816e+03,6.647580000000007203e+02
1.268699999999995725e+03,6.647310000000006767e+02
1.268799999999995634e+03,6.647040000000008604e+02
1.268899999999995543e+03,6.646770000000008167e+02
1.268999999999995453e+03,6.646500000000007731e+02
1.269099999999995362e+03,6.646230000000008431e+02
1.269199999999995271e+03,6.645960000000009131e+02
1.269299999999995180e+03,6.645690000000008695e+02
1.269399999999995089e+03,6.645420000000009395e+02
